TIGERs Mannheim,Timestamp,PlaceX,PlaceY,BallX,BallY
5959,1562407494.461114,5.775,-4.29,6.16927783203125,-1.561872802734375
5960,1562407494.461136,5.775,-4.29,6.17539892578125,-1.5636419677734374
5961,1562407494.465797,5.775,-4.29,6.17539892578125,-1.5636419677734374
5962,1562407494.465819,5.775,-4.29,6.17539892578125,-1.5636419677734374
5963,1562407494.472475,5.775,-4.29,6.17539892578125,-1.5636419677734374
5964,1562407494.472491,5.775,-4.29,6.1840771484375,-1.564393310546875
5965,1562407494.479391,5.775,-4.29,6.1840771484375,-1.564393310546875
5966,1562407494.479421,5.775,-4.29,6.1840771484375,-1.564393310546875
5967,1562407494.483647,5.775,-4.29,6.1840771484375,-1.564393310546875
5968,1562407494.484868,5.775,-4.29,6.1840771484375,-1.564393310546875
5969,1562407494.484879,5.775,-4.29,6.18910400390625,-1.5632601318359376
5970,1562407494.492832,5.775,-4.29,6.18910400390625,-1.5632601318359376
5971,1562407494.492854,5.775,-4.29,6.18910400390625,-1.5632601318359376
5972,1562407494.500126,5.775,-4.29,6.18910400390625,-1.5632601318359376
5973,1562407494.500149,5.775,-4.29,6.19390283203125,-1.5597923583984374
5974,1562407494.506037,5.775,-4.29,6.19390283203125,-1.5597923583984374
5975,1562407494.506071,5.775,-4.29,6.19390283203125,-1.5597923583984374
5976,1562407494.508919,5.775,-4.29,6.19390283203125,-1.5597923583984374
5977,1562407494.51588,5.775,-4.29,6.19390283203125,-1.5597923583984374
5978,1562407494.515901,5.775,-4.29,6.205337890625,-1.5600616455078125
5979,1562407494.519815,5.775,-4.29,6.205337890625,-1.5600616455078125
5980,1562407494.519836,5.775,-4.29,6.205337890625,-1.5600616455078125
5981,1562407494.529994,5.775,-4.29,6.205337890625,-1.5600616455078125
5982,1562407494.530015,5.775,-4.29,6.21539208984375,-1.5585792236328124
5983,1562407494.534127,5.775,-4.29,6.21539208984375,-1.5585792236328124
5984,1562407494.535407,5.775,-4.29,6.21539208984375,-1.5585792236328124
5985,1562407494.535426,5.775,-4.29,6.21539208984375,-1.5585792236328124
5986,1562407494.542816,5.775,-4.29,6.21957763671875,-1.5502413330078124
5987,1562407494.542842,5.775,-4.29,6.21957763671875,-1.5502413330078124
5988,1562407494.54879,5.775,-4.29,6.21957763671875,-1.5502413330078124
5989,1562407494.54881,5.775,-4.29,6.21957763671875,-1.5502413330078124
5990,1562407494.556975,5.775,-4.29,6.21957763671875,-1.5502413330078124
5991,1562407494.557003,5.775,-4.29,6.22433984375,-1.55254638671875
5992,1562407494.559388,5.775,-4.29,6.22433984375,-1.55254638671875
5993,1562407494.561022,5.775,-4.29,6.22433984375,-1.55254638671875
5994,1562407494.561051,5.775,-4.29,6.22433984375,-1.55254638671875
5995,1562407494.568223,5.775,-4.29,6.22433984375,-1.55254638671875
5996,1562407494.568288,5.775,-4.29,6.23047265625,-1.5509114990234374
5997,1562407494.574459,5.775,-4.29,6.23047265625,-1.5509114990234374
5998,1562407494.574469,5.775,-4.29,6.23047265625,-1.5509114990234374
5999,1562407494.580957,5.775,-4.29,6.23047265625,-1.5509114990234374
6000,1562407494.580979,5.775,-4.29,6.2402470703125,-1.5524227294921875
6001,1562407494.584678,5.775,-4.29,6.2402470703125,-1.5524227294921875
6002,1562407494.587942,5.775,-4.29,6.2402470703125,-1.5524227294921875
6003,1562407494.587969,5.775,-4.29,6.2402470703125,-1.5524227294921875
6004,1562407494.59594,5.775,-4.29,6.2402470703125,-1.5524227294921875
6005,1562407494.595961,5.775,-4.29,6.2513154296875,-1.55391650390625
6006,1562407494.601758,5.775,-4.29,6.2513154296875,-1.55391650390625
6007,1562407494.601783,5.775,-4.29,6.2513154296875,-1.55391650390625
6008,1562407494.609962,5.775,-4.29,6.2513154296875,-1.55391650390625
6009,1562407494.611608,5.775,-4.29,6.2513154296875,-1.55391650390625
6010,1562407494.611643,5.775,-4.29,6.253630859375,-1.5478182373046876
6011,1562407494.617428,5.775,-4.29,6.253630859375,-1.5478182373046876
